t,ture_soc,EKF_wucha,UKF_wucha
371,0.43567,-0.0962,-0.097806
372,0.43536,-0.09617,-0.097786
373,0.43504,-0.096273,-0.097852
374,0.43472,-0.096404,-0.097935
375,0.4344,-0.096674,-0.098107
376,0.43408,-0.09681,-0.098192
377,0.43376,-0.096764,-0.098164
378,0.43344,-0.096792,-0.098182
379,0.43312,-0.096754,-0.09816
380,0.43281,-0.096863,-0.09823
381,0.43249,-0.096957,-0.098289
382,0.43217,-0.096928,-0.098272
383,0.43185,-0.096965,-0.098296
384,0.43153,-0.096888,-0.098249
385,0.43121,-0.09688,-0.098245
386,0.43089,-0.096856,-0.098231
387,0.43057,-0.096757,-0.098172
388,0.43026,-0.096592,-0.098071
389,0.42994,-0.096548,-0.098046
390,0.42962,-0.096554,-0.09805
391,0.4293,-0.09681,-0.098212
392,0.42898,-0.09679,-0.0982
393,0.42866,-0.096888,-0.098262
394,0.42834,-0.096848,-0.098237
395,0.42803,-0.096884,-0.098261
396,0.42771,-0.096953,-0.098305
397,0.42739,-0.096966,-0.098314
398,0.42707,-0.097046,-0.098364
399,0.42675,-0.096931,-0.098295
400,0.42643,-0.096969,-0.098337
401,0.42601,-0.096973,-0.098345
402,0.42559,-0.097089,-0.098445
402.09,0.42555,-0.097127,-0.098483
402.27,0.42547,-0.097203,-0.098559
403,0.42517,-0.097149,-0.098495
403.07,0.42514,-0.09718,-0.098526
403.22,0.42507,-0.097242,-0.098588
403.87,0.4248,-0.097516,-0.098861
404,0.42474,-0.09713,-0.098483
404.2,0.42466,-0.097213,-0.098566
404.59,0.4245,-0.097378,-0.098732
405,0.42432,-0.097163,-0.098509
405.27,0.42421,-0.097277,-0.098624
405.81,0.42398,-0.097506,-0.098852
406,0.4239,-0.097116,-0.098481
406.3,0.42377,-0.097242,-0.098607
406.9,0.42352,-0.097495,-0.09886
407,0.42348,-0.097144,-0.098502
407.15,0.42342,-0.097207,-0.098565
407.45,0.42329,-0.097334,-0.098691
408,0.42306,-0.097302,-0.098603
408.3,0.42293,-0.097429,-0.09873
408.9,0.42268,-0.097682,-0.098983
409,0.42264,-0.097242,-0.098569
409.15,0.42257,-0.097305,-0.098632
409.45,0.42245,-0.097432,-0.098759
410,0.42221,-0.097202,-0.098548
410.3,0.42209,-0.097328,-0.098675
410.9,0.42184,-0.097581,-0.098928
411,0.42179,-0.097099,-0.098491
411.5,0.42158,-0.09731,-0.098702
412,0.42137,-0.096917,-0.09839
412.3,0.42124,-0.097043,-0.098516
412.9,0.42099,-0.097296,-0.098769
413,0.42095,-0.096837,-0.098348
413.5,0.42074,-0.097048,-0.098559
414,0.42053,-0.096671,-0.098258
414.3,0.4204,-0.096798,-0.098385
414.9,0.42015,-0.097051,-0.098638
415,0.42011,-0.096651,-0.09825
415.5,0.4199,-0.096862,-0.098461
416,0.41968,-0.096614,-0.098233
416.3,0.41956,-0.096741,-0.098359
416.9,0.4193,-0.096994,-0.098612
417,0.41926,-0.096525,-0.098186
417.5,0.41905,-0.096736,-0.098397
418,0.41884,-0.096454,-0.09815
418.3,0.41871,-0.09658,-0.098277
418.9,0.41846,-0.096833,-0.09853
419,0.41842,-0.096253,-0.098044
419.5,0.41821,-0.096463,-0.098255
420,0.418,-0.095938,-0.097878
420.3,0.41787,-0.096064,-0.098005
420.9,0.41762,-0.096317,-0.098258
421,0.41758,-0.095867,-0.097844
421.5,0.41737,-0.096078,-0.098055
422,0.41715,-0.095683,-0.097748
422.3,0.41703,-0.095809,-0.097875
422.9,0.41677,-0.096063,-0.098128
423,0.41673,-0.095714,-0.097768
423.5,0.41652,-0.095925,-0.097979
424,0.41631,-0.095708,-0.097767
424.3,0.41618,-0.095835,-0.097893
424.9,0.41593,-0.096088,-0.098147
425,0.41589,-0.095728,-0.097779
425.5,0.41568,-0.095938,-0.09799
426,0.41547,-0.095692,-0.097763
426.3,0.41534,-0.095818,-0.097889
426.9,0.41509,-0.096072,-0.098142
427,0.41505,-0.095817,-0.097831
427.15,0.41498,-0.09588,-0.097895
427.45,0.41486,-0.096007,-0.098021
428,0.41462,-0.096159,-0.098017
428.3,0.4145,-0.096286,-0.098143
428.9,0.41424,-0.096539,-0.098396
429,0.4142,-0.096084,-0.097978
429.15,0.41414,-0.096148,-0.098041
429.45,0.41401,-0.096274,-0.098168
430,0.41378,-0.095828,-0.097846
431,0.41336,-0.095805,-0.097837
432,0.41294,-0.095863,-0.09787
433,0.41252,-0.096167,-0.098034
434,0.41209,-0.096077,-0.097988
435,0.41167,-0.096004,-0.097952
436,0.41125,-0.095828,-0.097862
437,0.41083,-0.095611,-0.097753
438,0.41041,-0.095389,-0.09764
439,0.40999,-0.09513,-0.097509
440,0.40956,-0.095063,-0.097478
441,0.40914,-0.095074,-0.097486
442,0.40872,-0.094887,-0.097391
443,0.4083,-0.094804,-0.097352
444,0.40788,-0.094787,-0.097345
445,0.40746,-0.095069,-0.097494
446,0.40703,-0.095221,-0.097574
447,0.40661,-0.095268,-0.0976
448,0.40619,-0.0951,-0.097516
449,0.40577,-0.095307,-0.097627
450,0.40535,-0.095541,-0.09775
451,0.40493,-0.095396,-0.097676
452,0.4045,-0.095515,-0.097698
453,0.40408,-0.09576,-0.097736
454,0.40366,-0.095639,-0.097717
455,0.40324,-0.094845,-0.097565
456,0.40282,-0.09451,-0.097496
457,0.40239,-0.094991,-0.097613
458,0.40197,-0.095007,-0.097617
459,0.40155,-0.095006,-0.097618
460,0.40113,-0.09511,-0.097655
461,0.40071,-0.095214,-0.097697
462,0.40029,-0.095078,-0.097638
463,0.39986,-0.095047,-0.097625
463.3,0.39974,-0.095173,-0.097751
463.9,0.39949,-0.095426,-0.098004
464,0.39944,-0.095103,-0.097658
464.15,0.39938,-0.095166,-0.097721
464.45,0.39925,-0.095292,-0.097847
465,0.39902,-0.095007,-0.097599
465.3,0.39889,-0.095133,-0.097726
465.9,0.39864,-0.095386,-0.097979
466,0.3986,-0.095248,-0.097765
466.5,0.39839,-0.095459,-0.097976
467,0.39818,-0.095469,-0.097934
467.3,0.39805,-0.095596,-0.098061
467.9,0.3978,-0.095849,-0.098314
468,0.39776,-0.095441,-0.097911
468.5,0.39755,-0.095652,-0.098122
469,0.39733,-0.095411,-0.097884
469.3,0.39721,-0.095537,-0.09801
469.9,0.39696,-0.09579,-0.098263
470,0.39691,-0.095445,-0.097923
470.5,0.3967,-0.095655,-0.098133
471,0.39649,-0.095377,-0.097842
471.3,0.39636,-0.095504,-0.097968
471.9,0.39611,-0.095757,-0.098221
472,0.39607,-0.095334,-0.097784
472.5,0.39586,-0.095545,-0.097995
473,0.39565,-0.095435,-0.097934
473.3,0.39552,-0.095561,-0.09806
473.9,0.39527,-0.095814,-0.098313
474,0.39523,-0.095499,-0.098045
474.5,0.39502,-0.09571,-0.098256
475,0.3948,-0.095472,-0.097997
475.3,0.39468,-0.095598,-0.098124
475.9,0.39442,-0.095851,-0.098377
476,0.39438,-0.095434,-0.097916
476.15,0.39432,-0.095497,-0.09798
476.45,0.39419,-0.095624,-0.098106
477,0.39396,-0.09547,-0.098
477.3,0.39383,-0.095596,-0.098126
477.9,0.39358,-0.095849,-0.098379
478,0.39354,-0.095486,-0.098046
478.15,0.39348,-0.095549,-0.098109
478.45,0.39335,-0.095675,-0.098236
479,0.39312,-0.095448,-0.097936
479.3,0.39299,-0.095574,-0.098062
479.9,0.39274,-0.095827,-0.098315
480,0.3927,-0.095412,-0.097813
480.15,0.39263,-0.095475,-0.097876
480.45,0.39251,-0.095602,-0.098002
481,0.39227,-0.09543,-0.097871
481.3,0.39215,-0.095556,-0.097997
481.9,0.39189,-0.095809,-0.09825
482,0.39185,-0.095425,-0.097859
482.15,0.39179,-0.095488,-0.097922
482.45,0.39166,-0.095614,-0.098049
483,0.39143,-0.095411,-0.0978
484,0.39101,-0.095393,-0.097714
485,0.39059,-0.09542,-0.097838
486,0.39017,-0.095396,-0.097703
487,0.38974,-0.095399,-0.097715
488,0.38932,-0.095406,-0.097765
489,0.3889,-0.09541,-0.0978
490,0.38848,-0.095396,-0.097683
491,0.38806,-0.095415,-0.097815
492,0.38764,-0.09541,-0.097794
493,0.38721,-0.09542,-0.097883
494,0.38679,-0.095421,-0.097914
495,0.38637,-0.095425,-0.097966
496,0.38595,-0.095419,-0.097902
497,0.38553,-0.095427,-0.097987
498,0.38511,-0.095433,-0.098083
499,0.38468,-0.095439,-0.098175
500,0.38426,-0.095357,-0.098238
500.09,0.38424,-0.095375,-0.098256
500.27,0.38421,-0.095411,-0.098292
500.84,0.38409,-0.095525,-0.098406
501,0.38406,-0.095327,-0.098266
501.06,0.38405,-0.095338,-0.098278
501.17,0.38403,-0.095361,-0.098301
501.68,0.38393,-0.095462,-0.098402
502,0.38386,-0.095359,-0.098234
502.06,0.38385,-0.095371,-0.098246
502.18,0.38383,-0.095395,-0.09827
502.71,0.38372,-0.095501,-0.098376
503,0.38366,-0.095403,-0.098185
503.06,0.38365,-0.095416,-0.098197
503.19,0.38363,-0.095441,-0.098223
503.75,0.38352,-0.095552,-0.098333
504,0.38346,-0.095342,-0.098274
504.07,0.38345,-0.095355,-0.098288
504.2,0.38342,-0.095381,-0.098314
504.78,0.38331,-0.095498,-0.09843
505,0.38326,-0.09532,-0.098308
505.07,0.38325,-0.095334,-0.098321
505.21,0.38322,-0.095361,-0.098349
505.82,0.3831,-0.095483,-0.098471
506,0.38307,-0.095385,-0.098189
506.07,0.38305,-0.0954,-0.098203
506.22,0.38302,-0.095429,-0.098232
506.86,0.38289,-0.095557,-0.09836
507,0.38287,-0.095359,-0.098255
507.21,0.38282,-0.095401,-0.098297
507.63,0.38274,-0.095485,-0.098381
508,0.38267,-0.095335,-0.098317
508.08,0.38265,-0.09535,-0.098333
508.24,0.38262,-0.095382,-0.098365
509,0.38247,-0.095354,-0.098258
509.09,0.38245,-0.095372,-0.098276
509.27,0.38241,-0.095407,-0.098312
510,0.38227,-0.095332,-0.098345
510.09,0.38225,-0.09535,-0.098363
510.27,0.38221,-0.095386,-0.098399
511,0.38207,-0.095373,-0.098179
511.3,0.38201,-0.095433,-0.098238
511.9,0.38189,-0.095552,-0.098358
512,0.38187,-0.095383,-0.098147
512.15,0.38184,-0.095413,-0.098177
512.45,0.38178,-0.095473,-0.098237
513,0.38167,-0.095389,-0.098114
513.3,0.38161,-0.095449,-0.098174
513.9,0.38149,-0.095569,-0.098294
514,0.38147,-0.09538,-0.0982
514.15,0.38144,-0.09541,-0.09823
514.45,0.38138,-0.09547,-0.09829
515,0.38127,-0.095377,-0.098218
515.3,0.38121,-0.095436,-0.098278
515.9,0.38109,-0.095556,-0.098397
516,0.38107,-0.095369,-0.09833
516.15,0.38104,-0.095399,-0.09836
516.45,0.38098,-0.095459,-0.09842
517,0.38087,-0.095372,-0.09826
517.3,0.38081,-0.095432,-0.09832
517.9,0.38069,-0.095551,-0.09844
518,0.38067,-0.095378,-0.098176
518.5,0.38057,-0.095478,-0.098276
519,0.38047,-0.095379,-0.098192
519.3,0.38041,-0.095439,-0.098252
519.9,0.38029,-0.095559,-0.098371
520,0.38027,-0.095378,-0.098274
520.5,0.38017,-0.095478,-0.098373
521,0.38007,-0.095379,-0.09819
521.3,0.38001,-0.095438,-0.09825
521.9,0.37989,-0.095558,-0.09837
522,0.37987,-0.09538,-0.098196
522.5,0.37977,-0.09548,-0.098296
523,0.37967,-0.09538,-0.098185
524,0.37948,-0.09538,-0.098099
525,0.37928,-0.095382,-0.098102
526,0.37908,-0.095381,-0.097997
527,0.37888,-0.095384,-0.098018
528,0.37868,-0.095383,-0.098008
529,0.37848,-0.095386,-0.098094
530,0.37828,-0.095384,-0.09805
531,0.37808,-0.095387,-0.098124
532,0.37788,-0.095384,-0.098074
533,0.37768,-0.095386,-0.098098
534,0.37748,-0.095384,-0.098008
535,0.37728,-0.095384,-0.097954
536,0.37708,-0.095384,-0.09784
537,0.37688,-0.095387,-0.097876
538,0.37668,-0.095388,-0.09792
539,0.37648,-0.095387,-0.097921
540,0.37628,-0.095386,-0.09789
541,0.37609,-0.095385,-0.097768
542,0.37589,-0.095391,-0.097851
543,0.37569,-0.095392,-0.097912
544,0.37549,-0.09539,-0.097892
545,0.37529,-0.095388,-0.097834
546,0.37509,-0.095391,-0.097879
547,0.37489,-0.095389,-0.097853
548,0.37469,-0.095388,-0.097791
549,0.37449,-0.095388,-0.097712
550,0.37429,-0.095388,-0.097611
551,0.37409,-0.095389,-0.097588
552,0.37389,-0.095391,-0.097369
553,0.37369,-0.095393,-0.09728
554,0.37349,-0.095397,-0.097339
555,0.37329,-0.095395,-0.097301
556,0.37309,-0.095394,-0.097252
557,0.37289,-0.095394,-0.097238
558,0.37269,-0.095393,-0.097107
559,0.3725,-0.095394,-0.097065
560,0.3723,-0.095393,-0.09696
561,0.3721,-0.095402,-0.097088
562,0.3719,-0.095398,-0.097032
563,0.3717,-0.095401,-0.097089
564,0.3715,-0.095398,-0.096994
565,0.3713,-0.095404,-0.097085
566,0.3711,-0.095401,-0.097001
567,0.3709,-0.095401,-0.096952
568,0.3707,-0.095404,-0.097011
569,0.3705,-0.095402,-0.096951
570,0.3703,-0.095402,-0.096948
571,0.3701,-0.095405,-0.097012
572,0.3699,-0.095403,-0.097011
573,0.3697,-0.095403,-0.097004
574,0.3695,-0.095401,-0.096945
575,0.3693,-0.095402,-0.096794
576,0.3691,-0.09541,-0.096902
577,0.36891,-0.095408,-0.096921
578,0.36871,-0.095408,-0.096933
579,0.36851,-0.09541,-0.097017
580,0.36831,-0.095408,-0.096996
581,0.36811,-0.095409,-0.097045
582,0.36791,-0.09541,-0.097112
583,0.36771,-0.095408,-0.097092
584,0.36751,-0.095408,-0.097071
585,0.36731,-0.095411,-0.097153
586,0.36711,-0.095409,-0.097098
587,0.36691,-0.095409,-0.097099
588,0.36671,-0.095408,-0.097053
589,0.36651,-0.095409,-0.097041
590,0.36631,-0.095408,-0.096981
591,0.36611,-0.095408,-0.096971
592,0.36591,-0.095408,-0.096843
593,0.36571,-0.095412,-0.096909
594,0.36551,-0.09541,-0.096834
595,0.36532,-0.095412,-0.096874
596,0.36512,-0.095412,-0.096911
597,0.36492,-0.095412,-0.096942
598,0.36472,-0.09541,-0.096888
599,0.36452,-0.095412,-0.096934
600,0.36432,-0.095437,-0.09699
600.09,0.3643,-0.09546,-0.097013
600.27,0.36425,-0.095506,-0.097059
601,0.36406,-0.095448,-0.097022
601.09,0.36404,-0.095471,-0.097045
601.27,0.364,-0.095517,-0.097091
602,0.36381,-0.095432,-0.096981
602.3,0.36373,-0.095508,-0.097058
602.9,0.36358,-0.095661,-0.09721
603,0.36356,-0.095408,-0.096903
603.15,0.36352,-0.095446,-0.096941
603.45,0.36344,-0.095522,-0.097017
604,0.3633,-0.095418,-0.096942
604.3,0.36322,-0.095495,-0.097018
604.9,0.36307,-0.095647,-0.09717
605,0.36305,-0.095436,-0.097018
605.15,0.36301,-0.095474,-0.097056
605.45,0.36293,-0.095551,-0.097133
606,0.36279,-0.095432,-0.097009
606.3,0.36272,-0.095508,-0.097085
606.9,0.36256,-0.095661,-0.097238
607,0.36254,-0.095444,-0.097076
607.15,0.3625,-0.095482,-0.097114
607.45,0.36242,-0.095559,-0.09719
608,0.36228,-0.095446,-0.097096
608.3,0.36221,-0.095522,-0.097172
608.9,0.36206,-0.095675,-0.097325
609,0.36203,-0.095445,-0.097101
609.15,0.36199,-0.095483,-0.097139
609.45,0.36192,-0.09556,-0.097215
610,0.36178,-0.095443,-0.097087
610.3,0.3617,-0.095519,-0.097163
610.9,0.36155,-0.095671,-0.097315
611,0.36152,-0.095434,-0.097003
611.15,0.36148,-0.095472,-0.097041
611.45,0.36141,-0.095548,-0.097117
612,0.36127,-0.095432,-0.096978
612.3,0.36119,-0.095508,-0.097055
612.9,0.36104,-0.095661,-0.097207
613,0.36101,-0.095419,-0.096804
613.5,0.36089,-0.095547,-0.096931
614,0.36076,-0.095428,-0.096865
614.3,0.36068,-0.095504,-0.096941
614.9,0.36053,-0.095656,-0.097094
615,0.3605,-0.09542,-0.096767
615.5,0.36038,-0.095547,-0.096894
616,0.36025,-0.095417,-0.096706
616.3,0.36017,-0.095493,-0.096783
616.9,0.36002,-0.095645,-0.096935
617,0.36,-0.095423,-0.096778
617.5,0.35987,-0.09555,-0.096905
618,0.35974,-0.095426,-0.09684
618.3,0.35967,-0.095502,-0.096916
618.9,0.35951,-0.095654,-0.097069
619,0.35949,-0.095422,-0.096803
619.5,0.35936,-0.095549,-0.09693
620,0.35923,-0.095416,-0.096566
620.3,0.35916,-0.095493,-0.096642
620.9,0.359,-0.095645,-0.096795
621,0.35898,-0.095414,-0.096391
621.5,0.35885,-0.095541,-0.096518
622,0.35872,-0.095412,-0.096291
622.3,0.35865,-0.095489,-0.096367
622.9,0.3585,-0.095641,-0.09652
623,0.35847,-0.095414,-0.096301
623.5,0.35834,-0.095541,-0.096428
624,0.35822,-0.09541,-0.09623
624.3,0.35814,-0.095487,-0.096306
624.9,0.35799,-0.095639,-0.096459
625,0.35796,-0.09541,-0.096208
625.5,0.35783,-0.095537,-0.096335
626,0.35771,-0.095406,-0.096109
626.3,0.35763,-0.095482,-0.096185
626.9,0.35748,-0.095635,-0.096338
627,0.35745,-0.095404,-0.096042
627.5,0.35733,-0.095532,-0.096169
628,0.3572,-0.09541,-0.096115
628.3,0.35712,-0.095486,-0.096192
628.9,0.35697,-0.095638,-0.096344
629,0.35694,-0.095408,-0.096123
629.5,0.35682,-0.095535,-0.096251
630,0.35669,-0.095404,-0.096016
630.3,0.35661,-0.09548,-0.096093
630.9,0.35646,-0.095633,-0.096245
631,0.35644,-0.095403,-0.095971
631.5,0.35631,-0.095531,-0.096099
632,0.35618,-0.095407,-0.096037
632.3,0.35611,-0.095484,-0.096113
632.9,0.35595,-0.095636,-0.096266
633,0.35593,-0.095402,-0.095895
633.5,0.3558,-0.095529,-0.096023
634,0.35567,-0.095404,-0.095905
634.3,0.3556,-0.09548,-0.095981
634.9,0.35544,-0.095633,-0.096133
635,0.35542,-0.095413,-0.096052
635.5,0.35529,-0.09554,-0.096179
636,0.35517,-0.095407,-0.095951
637,0.35491,-0.095408,-0.09595
638,0.35466,-0.095406,-0.095916
639,0.3544,-0.095406,-0.095911
640,0.35415,-0.095402,-0.095832
641,0.35389,-0.095403,-0.095826
642,0.35364,-0.095407,-0.095897
643,0.35339,-0.0954,-0.095667
644,0.35313,-0.095401,-0.095616
645,0.35288,-0.095408,-0.095716
646,0.35262,-0.095402,-0.095636
647,0.35237,-0.095403,-0.095631
648,0.35211,-0.095402,-0.095618
649,0.35186,-0.095399,-0.095561
650,0.35161,-0.095352,-0.095596
650.46,0.35161,-0.095352,-0.095596
651,0.35161,-0.095406,-0.095559
651.53,0.35161,-0.095406,-0.095559
652,0.35161,-0.095391,-0.095575
652.58,0.35161,-0.095391,-0.095575
653,0.35161,-0.095407,-0.095562
653.64,0.35161,-0.095407,-0.095562
654,0.35161,-0.09537,-0.095602
654.7,0.35161,-0.09537,-0.095602
655,0.35161,-0.095377,-0.095596
655.79,0.35161,-0.095377,-0.095596
656,0.35161,-0.095364,-0.095614
656.62,0.35161,-0.095364,-0.095614
657,0.35161,-0.095413,-0.095545
657.79,0.35161,-0.095413,-0.095545
658,0.35161,-0.095367,-0.095628
658.68,0.35161,-0.095367,-0.095628
659,0.35161,-0.095359,-0.095639
660,0.35161,-0.095356,-0.095646
661,0.35161,-0.095413,-0.095515
662,0.35161,-0.095391,-0.09559
663,0.35161,-0.09541,-0.095524
664,0.35161,-0.095418,-0.095504
665,0.35161,-0.095449,-0.095381
666,0.35161,-0.09547,-0.095296
667,0.35161,-0.095482,-0.095241
668,0.35161,-0.095479,-0.095274
669,0.35161,-0.095471,-0.095344
670,0.35161,-0.095469,-0.095343
671,0.35161,-0.095464,-0.095422
672,0.35161,-0.095456,-0.095561
673,0.35161,-0.095457,-0.095497
674,0.35161,-0.095459,-0.095482
675,0.35161,-0.095459,-0.095489
676,0.35161,-0.09546,-0.09565
677,0.35161,-0.095457,-0.095638
678,0.35161,-0.095457,-0.095673
679,0.35161,-0.095456,-0.095648
680,0.35161,-0.095456,-0.095586
681,0.35161,-0.095458,-0.095612
682,0.35161,-0.095459,-0.095667
683,0.35161,-0.095458,-0.095682
684,0.35161,-0.095456,-0.095651
685,0.35161,-0.095455,-0.095602
686,0.35161,-0.095456,-0.095604
687,0.35161,-0.095458,-0.095656
688,0.35161,-0.095458,-0.095671
689,0.35161,-0.095457,-0.095675
690,0.35161,-0.095457,-0.095673
691,0.35161,-0.095454,-0.095617
692,0.35161,-0.095456,-0.095642
693,0.35161,-0.095455,-0.095634
694,0.35161,-0.095454,-0.095619
695,0.35161,-0.095455,-0.095629
696,0.35161,-0.095457,-0.095675
697,0.35161,-0.095459,-0.095731
698,0.35161,-0.095455,-0.09564
699,0.35161,-0.095457,-0.095657
700,0.35161,-0.095114,-0.095578
700.03,0.35159,-0.095127,-0.095591
700.1,0.35157,-0.095153,-0.095618
700.39,0.35146,-0.095261,-0.095726
701,0.35123,-0.095054,-0.095566
701.03,0.35121,-0.095067,-0.095578
701.1,0.35119,-0.095092,-0.095603
701.39,0.35108,-0.095202,-0.095713
702,0.35085,-0.095037,-0.095563
702.03,0.35083,-0.09505,-0.095577
702.1,0.35081,-0.095076,-0.095603
702.41,0.35069,-0.095191,-0.095718
703,0.35047,-0.094903,-0.095512
703.04,0.35045,-0.094917,-0.095526
703.11,0.35043,-0.094944,-0.095553
703.43,0.3503,-0.095065,-0.095674
704,0.35009,-0.094786,-0.09546
704.04,0.35007,-0.094801,-0.095474
704.11,0.35004,-0.094829,-0.095503
704.45,0.34992,-0.094956,-0.09563
705,0.34971,-0.09485,-0.0955
705.04,0.34969,-0.094865,-0.095516
705.12,0.34966,-0.094895,-0.095546
705.47,0.34953,-0.095028,-0.095678
706,0.34933,-0.094675,-0.095387
706.04,0.34931,-0.094691,-0.095403
706.12,0.34928,-0.094722,-0.095434
706.49,0.34914,-0.094861,-0.095573
707,0.34895,-0.094641,-0.095366
707.04,0.34893,-0.094658,-0.095382
707.13,0.3489,-0.094691,-0.095415
707.51,0.34875,-0.094836,-0.095561
708,0.34857,-0.094582,-0.095317
708.05,0.34855,-0.094599,-0.095335
708.14,0.34851,-0.094634,-0.095369
708.54,0.34836,-0.094787,-0.095522
709,0.34819,-0.094479,-0.095215
709.05,0.34817,-0.094497,-0.095233
709.14,0.34813,-0.094534,-0.095269
709.56,0.34797,-0.094694,-0.095429
710,0.34781,-0.094415,-0.095143
710.05,0.34779,-0.094434,-0.095162
710.15,0.34775,-0.094472,-0.0952
710.59,0.34758,-0.09464,-0.095368
711,0.34743,-0.094416,-0.09515
711.05,0.34741,-0.094436,-0.095169
711.16,0.34737,-0.094476,-0.095209
711.62,0.34719,-0.094652,-0.095385
712,0.34705,-0.09426,-0.094903
712.06,0.34703,-0.09428,-0.094924
712.17,0.34698,-0.094322,-0.094965
712.65,0.3468,-0.094506,-0.09515
713,0.34667,-0.094297,-0.09497
713.06,0.34665,-0.094319,-0.094992
713.17,0.3466,-0.094363,-0.095036
713.68,0.34641,-0.094556,-0.095229
714,0.34629,-0.094283,-0.09495
714.06,0.34626,-0.094306,-0.094973
714.18,0.34622,-0.094352,-0.095018
714.71,0.34602,-0.094554,-0.095221
715,0.34591,-0.094292,-0.094974
715.06,0.34588,-0.094316,-0.094999
715.19,0.34584,-0.094364,-0.095047
715.75,0.34562,-0.094576,-0.095259
716,0.34553,-0.094275,-0.094939
716.07,0.3455,-0.0943,-0.094964
716.2,0.34545,-0.09435,-0.095015
716.78,0.34523,-0.094572,-0.095237
717,0.34515,-0.094282,-0.094965
717.07,0.34512,-0.094308,-0.094991
717.21,0.34507,-0.094361,-0.095044
717.82,0.34484,-0.094594,-0.095277
718,0.34477,-0.094283,-0.094976
718.07,0.34474,-0.094311,-0.095003
718.22,0.34468,-0.094366,-0.095059
718.86,0.34444,-0.09461,-0.095303
719,0.34439,-0.094316,-0.09509
719.21,0.34431,-0.094395,-0.095169
719.62,0.34415,-0.094552,-0.095327
720,0.34401,-0.094345,-0.095204
720.08,0.34398,-0.094375,-0.095234
720.24,0.34392,-0.094436,-0.095295
721,0.34363,-0.094345,-0.095215
721.09,0.34359,-0.094379,-0.095249
721.27,0.34353,-0.094447,-0.095318
722,0.34325,-0.094338,-0.095194
722.09,0.34321,-0.094372,-0.095228
722.27,0.34315,-0.09444,-0.095296
723,0.34287,-0.094327,-0.09515
723.09,0.34283,-0.094361,-0.095184
723.27,0.34277,-0.09443,-0.095253
724,0.34249,-0.094319,-0.095113
724.09,0.34245,-0.094353,-0.095147
724.27,0.34239,-0.094421,-0.095216
725,0.34211,-0.094313,-0.095087
725.3,0.342,-0.094427,-0.095201
725.9,0.34177,-0.094655,-0.095429
726,0.34173,-0.094304,-0.095045
726.15,0.34167,-0.094361,-0.095102
726.45,0.34156,-0.094475,-0.095216
727,0.34135,-0.094293,-0.094982
727.3,0.34124,-0.094407,-0.095096
727.9,0.34101,-0.094635,-0.095324
728,0.34097,-0.094293,-0.094986
728.15,0.34091,-0.09435,-0.095043
728.45,0.3408,-0.094464,-0.095157
729,0.34059,-0.0943,-0.095043
729.3,0.34048,-0.094414,-0.095157
729.9,0.34025,-0.094642,-0.095385
730,0.34021,-0.094296,-0.095026
730.15,0.34015,-0.094353,-0.095083
730.45,0.34004,-0.094467,-0.095197
731,0.33983,-0.094308,-0.095115
731.3,0.33972,-0.094422,-0.095229
731.9,0.33949,-0.09465,-0.095457
732,0.33945,-0.09429,-0.094997
732.15,0.33939,-0.094347,-0.095054
732.45,0.33928,-0.094461,-0.095168
733,0.33907,-0.094307,-0.09511
733.3,0.33896,-0.094421,-0.095224
733.9,0.33873,-0.094649,-0.095452
734,0.33869,-0.094306,-0.095123
734.15,0.33863,-0.094363,-0.09518
734.45,0.33852,-0.094477,-0.095294
735,0.33831,-0.094307,-0.09514
735.3,0.3382,-0.094421,-0.095254
735.9,0.33797,-0.094649,-0.095482
736,0.33793,-0.094306,-0.095142
736.15,0.33787,-0.094363,-0.095199
736.45,0.33776,-0.094477,-0.095313
737,0.33755,-0.094299,-0.095103
737.3,0.33744,-0.094413,-0.095217
737.9,0.33721,-0.094641,-0.095445
738,0.33717,-0.094288,-0.095022
738.15,0.33711,-0.094345,-0.095079
738.45,0.337,-0.094459,-0.095193
739,0.33679,-0.09428,-0.094964
739.3,0.33668,-0.094394,-0.095078
739.9,0.33645,-0.094622,-0.095306
740,0.33641,-0.094296,-0.095081
740.5,0.33622,-0.094486,-0.095271
741,0.33603,-0.0943,-0.095131
