Time/s,True_SOC,UKF_SOC,UKF_errors
5340,0.35315,3.53E-01,7E-05
5341,0.35296,3.53E-01,6E-05
5342,0.35277,3.53E-01,6E-05
5343,0.35259,3.53E-01,6E-05
5344,0.3524,3.52E-01,6E-05
5345,0.35222,3.52E-01,6E-05
5346,0.35203,3.52E-01,6E-05
5347,0.35184,3.52E-01,6E-05
5348,0.35166,3.52E-01,6E-05
5349,0.35147,3.51E-01,7E-05
5350,0.35128,3.51E-01,6E-05
5351,0.3511,3.51E-01,7E-05
5352,0.35091,3.51E-01,6E-05
5353,0.35072,3.51E-01,7E-05
5354,0.35054,3.50E-01,7E-05
5355,0.35035,3.50E-01,7E-05
5356,0.35017,3.50E-01,7E-05
5357,0.34998,3.50E-01,6E-05
5358,0.34979,3.50E-01,5E-05
5359,0.34961,3.50E-01,7E-05
5360,0.34942,3.49E-01,7E-05
5361,0.34923,3.49E-01,6E-05
5362,0.34905,3.49E-01,7E-05
5363,0.34886,3.49E-01,7E-05
5364,0.34867,3.49E-01,6E-05
5365,0.34849,3.48E-01,8E-05
5366,0.3483,3.48E-01,7E-05
5367,0.34812,3.48E-01,7E-05
5368,0.34793,3.48E-01,7E-05
5369,0.34774,3.48E-01,6E-05
5370,0.34756,3.47E-01,7E-05
5371,0.34737,3.47E-01,7E-05
5372,0.34718,3.47E-01,7E-05
5373,0.347,3.47E-01,8E-05
5374,0.34681,3.47E-01,8E-05
5375,0.34662,3.47E-01,7E-05
5376,0.34644,3.46E-01,8E-05
5377,0.34625,3.46E-01,7E-05
5378,0.34607,3.46E-01,8E-05
5379,0.34588,3.46E-01,8E-05
5380,0.34569,3.46E-01,7E-05
5381,0.34551,3.45E-01,8E-05
5382,0.34532,3.45E-01,8E-05
5383,0.34513,3.45E-01,7E-05
5384,0.34495,3.45E-01,7E-05
5385,0.34476,3.45E-01,7E-05
5386,0.34458,3.45E-01,7E-05
5387,0.34439,3.44E-01,7E-05
5388,0.3442,3.44E-01,6E-05
5389,0.34402,3.44E-01,7E-05
5390,0.34383,3.44E-01,7E-05
5391,0.34364,3.44E-01,6E-05
5392,0.34346,3.43E-01,7E-05
5393,0.34327,3.43E-01,7E-05
5394,0.34308,3.43E-01,6E-05
5395,0.3429,3.43E-01,7E-05
5396,0.34271,3.43E-01,7E-05
5397,0.34253,3.42E-01,7E-05
5398,0.34234,3.42E-01,6E-05
5399,0.34215,3.42E-01,6E-05
5400,0.34197,3.42E-01,8E-05
5401,0.34178,3.42E-01,6E-05
5402,0.34159,3.42E-01,6E-05
5403,0.34141,3.41E-01,7E-05
5404,0.34122,3.41E-01,7E-05
5405,0.34103,3.41E-01,7E-05
5406,0.34085,3.41E-01,7E-05
5407,0.34066,3.41E-01,7E-05
5408,0.34048,3.40E-01,7E-05
5409,0.34029,3.40E-01,6E-05
5410,0.3401,3.40E-01,6E-05
5411,0.33992,3.40E-01,8E-05
5412,0.33973,3.40E-01,7E-05
5413,0.33954,3.39E-01,7E-05
5414,0.33929,3.39E-01,7E-05
5415,0.33904,3.39E-01,7E-05
5416,0.33879,3.39E-01,7E-05
5417,0.33854,3.38E-01,8E-05
5418,0.33829,3.38E-01,8E-05
5419,0.33803,3.38E-01,7E-05
5420,0.33778,3.38E-01,7E-05
5421,0.33753,3.37E-01,8E-05
5422,0.33728,3.37E-01,7E-05
5423,0.33703,3.37E-01,7E-05
5424,0.33677,3.37E-01,7E-05
5425,0.33652,3.36E-01,6E-05
5426,0.33627,3.36E-01,6E-05
5427,0.33602,3.36E-01,7E-05
5428,0.33577,3.36E-01,7E-05
5429,0.33552,3.35E-01,8E-05
5430,0.33526,3.35E-01,7E-05
5431,0.33501,3.35E-01,6E-05
5432,0.33476,3.35E-01,7E-05
5433,0.33451,3.34E-01,7E-05
5434,0.33426,3.34E-01,7E-05
5435,0.33401,3.34E-01,6E-05
5436,0.33375,3.34E-01,6E-05
5437,0.3335,3.33E-01,7E-05
5438,0.33325,3.33E-01,7E-05
5439,0.333,3.33E-01,7E-05
5440,0.33275,3.33E-01,7E-05
5441,0.33249,3.32E-01,6E-05
5442,0.33224,3.32E-01,6E-05
5443,0.33199,3.32E-01,6E-05
5444,0.33174,3.32E-01,7E-05
5445,0.33149,3.31E-01,6E-05
5446,0.33124,3.31E-01,7E-05
5447,0.33098,3.31E-01,6E-05
5448,0.33073,3.31E-01,6E-05
5449,0.33048,3.30E-01,6E-05
5450,0.33023,3.30E-01,6E-05
5451,0.32998,3.30E-01,6E-05
5452,0.32972,3.30E-01,5E-05
5453,0.32947,3.29E-01,5E-05
5454,0.32922,3.29E-01,5E-05
5455,0.32897,3.29E-01,5E-05
5456,0.32872,3.29E-01,5E-05
5457,0.32847,3.28E-01,4E-05
5458,0.32821,3.28E-01,4E-05
5459,0.32796,3.28E-01,4E-05
5460,0.32771,3.28E-01,4E-05
5461,0.32746,3.27E-01,4E-05
5462,0.32721,3.27E-01,5E-05
5463,0.32696,3.27E-01,5E-05
5464,0.3267,3.27E-01,5E-05
5465,0.32645,3.26E-01,5E-05
5466,0.3262,3.26E-01,6E-05
5467,0.32595,3.26E-01,6E-05
5468,0.3257,3.26E-01,7E-05
5469,0.32544,3.25E-01,6E-05
5470,0.32519,3.25E-01,5E-05
5471,0.32494,3.25E-01,6E-05
5472,0.32469,3.25E-01,6E-05
5473,0.32444,3.24E-01,7E-05
5474,0.32419,3.24E-01,7E-05
5475,0.32393,3.24E-01,6E-05
5476,0.32368,3.24E-01,6E-05
5477,0.32343,3.23E-01,6E-05
5478,0.32318,3.23E-01,7E-05
5479,0.32293,3.23E-01,7E-05
5480,0.32268,3.23E-01,7E-05
5481,0.32242,3.22E-01,6E-05
5482,0.32217,3.22E-01,6E-05
5483,0.32192,3.22E-01,6E-05
5484,0.32167,3.22E-01,6E-05
5485,0.32142,3.21E-01,6E-05
5486,0.32116,3.21E-01,5E-05
5487,0.32091,3.21E-01,5E-05
5488,0.32066,3.21E-01,5E-05
5489,0.32041,3.20E-01,6E-05
5490,0.32016,3.20E-01,7E-05
5491,0.31991,3.20E-01,7E-05
5492,0.31965,3.20E-01,6E-05
5493,0.3194,3.19E-01,5E-05
5494,0.31915,3.19E-01,6E-05
5495,0.3189,3.19E-01,6E-05
5496,0.31865,3.19E-01,6E-05
5497,0.3184,3.18E-01,6E-05
5498,0.31814,3.18E-01,5E-05
5499,0.31789,3.18E-01,6E-05
5500,0.31764,3.18E-01,7E-05
5501,0.31739,3.17E-01,7E-05
5502,0.31714,3.17E-01,7E-05
5503,0.31688,3.17E-01,6E-05
5504,0.31663,3.17E-01,7E-05
5505,0.31638,3.16E-01,7E-05
5506,0.31613,3.16E-01,7E-05
5507,0.31588,3.16E-01,7E-05
5508,0.31563,3.16E-01,7E-05
5509,0.31537,3.15E-01,6E-05
5510,0.31512,3.15E-01,6E-05
5511,0.31487,3.15E-01,6E-05
5512,0.31462,3.15E-01,6E-05
5513,0.31437,3.14E-01,7E-05
5514,0.31437,3.14E-01,7E-05
5515,0.31437,3.14E-01,8E-05
5516,0.31437,3.14E-01,7E-05
5517,0.31437,3.14E-01,8E-05
5518,0.31437,3.14E-01,8E-05
5519,0.31437,3.14E-01,9E-05
5520,0.31437,3.14E-01,9E-05
5521,0.31437,3.14E-01,9E-05
5522,0.31437,3.14E-01,9E-05
5523,0.31437,3.14E-01,9E-05
5524,0.31437,3.14E-01,9E-05
5525,0.31437,3.14E-01,9E-05
5526,0.31437,3.14E-01,9E-05
5527,0.31437,3.14E-01,9E-05
5528,0.31437,3.14E-01,9E-05
5529,0.31437,3.14E-01,9E-05
5530,0.31437,3.14E-01,9E-05
5531,0.31437,3.14E-01,9E-05
5532,0.31437,3.14E-01,8E-05
5533,0.31437,3.14E-01,9E-05
5534,0.31437,3.14E-01,9E-05
5535,0.31437,3.14E-01,9E-05
5536,0.31437,3.14E-01,9E-05
5537,0.31437,3.14E-01,9E-05
5538,0.31437,3.14E-01,9E-05
5539,0.31437,3.14E-01,9E-05
5540,0.31437,3.14E-01,9E-05
5541,0.31437,3.14E-01,9E-05
5542,0.31437,3.14E-01,9E-05
5543,0.31437,3.14E-01,9E-05
5544,0.31437,3.14E-01,9E-05
5545,0.31437,3.14E-01,9E-05
5546,0.31437,3.14E-01,9E-05
5547,0.31437,3.14E-01,9E-05
5548,0.31437,3.14E-01,8E-05
5549,0.31437,3.14E-01,8E-05
5550,0.31437,3.14E-01,9E-05
5551,0.31437,3.14E-01,9E-05
5552,0.31437,3.14E-01,9E-05
5553,0.31437,3.14E-01,9E-05
5554,0.31437,3.14E-01,9E-05
5555,0.31437,3.14E-01,9E-05
5556,0.31437,3.14E-01,9E-05
5557,0.31437,3.14E-01,1E-04
5558,0.31437,3.14E-01,1E-04
5559,0.31437,3.14E-01,1E-04
5560,0.31437,3.14E-01,9E-05
5561,0.31437,3.14E-01,1E-04
5562,0.31437,3.14E-01,9E-05
5563,0.31437,3.14E-01,9E-05
5564,0.31437,3.14E-01,9E-05
5565,0.31437,3.14E-01,1E-04
5566,0.31437,3.14E-01,9E-05
5567,0.31437,3.14E-01,1E-04
5568,0.31437,3.14E-01,1E-04
5569,0.31437,3.14E-01,1E-04
5570,0.31437,3.14E-01,1E-04
5571,0.31437,3.14E-01,9E-05
5572,0.31437,3.14E-01,9E-05
5573,0.31437,3.14E-01,1E-04
5574,0.31437,3.14E-01,9E-05
5575,0.31437,3.14E-01,9E-05
5576,0.31437,3.14E-01,9E-05
5577,0.31437,3.14E-01,9E-05
5578,0.31437,3.14E-01,9E-05
5579,0.31437,3.14E-01,9E-05
5580,0.31437,3.14E-01,9E-05
5581,0.31437,3.14E-01,9E-05
5582,0.31437,3.14E-01,8E-05
5583,0.31437,3.14E-01,8E-05
5584,0.31437,3.14E-01,8E-05
5585,0.31437,3.14E-01,8E-05
5586,0.31437,3.14E-01,8E-05
5587,0.31437,3.14E-01,8E-05
5588,0.31437,3.14E-01,7E-05
5589,0.31437,3.14E-01,8E-05
5590,0.31437,3.14E-01,8E-05
5591,0.31437,3.14E-01,7E-05
5592,0.31437,3.14E-01,7E-05
5593,0.31437,3.14E-01,8E-05
5594,0.31437,3.14E-01,8E-05
5595,0.31437,3.14E-01,7E-05
5596,0.31437,3.14E-01,8E-05
5597,0.31437,3.14E-01,7E-05
5598,0.31437,3.14E-01,7E-05
5599,0.31437,3.14E-01,8E-05
5600,0.31437,3.14E-01,7E-05
5601,0.31437,3.14E-01,8E-05
5602,0.31437,3.14E-01,8E-05
5603,0.31437,3.14E-01,8E-05
5604,0.31437,3.14E-01,7E-05
5605,0.31437,3.14E-01,7E-05
5606,0.31437,3.14E-01,8E-05
5607,0.31437,3.14E-01,8E-05
5608,0.31437,3.14E-01,8E-05
5609,0.31437,3.14E-01,8E-05
5610,0.31437,3.14E-01,8E-05
5611,0.31437,3.14E-01,8E-05
5612,0.31437,3.14E-01,8E-05
5613,0.31437,3.14E-01,8E-05
5614,0.31398,3.14E-01,7E-05
5615,0.3136,3.14E-01,8E-05
5616,0.31321,3.13E-01,7E-05
5617,0.31282,3.13E-01,7E-05
5618,0.31244,3.12E-01,8E-05
5619,0.31205,3.12E-01,7E-05
5620,0.31167,3.12E-01,7E-05
5621,0.31128,3.11E-01,7E-05
5622,0.31089,3.11E-01,7E-05
5623,0.31051,3.10E-01,7E-05
5624,0.31012,3.10E-01,7E-05
5625,0.30974,3.10E-01,8E-05
5626,0.30935,3.09E-01,7E-05
5627,0.30896,3.09E-01,7E-05
5628,0.30858,3.09E-01,7E-05
5629,0.30819,3.08E-01,7E-05
5630,0.30781,3.08E-01,8E-05
5631,0.30742,3.07E-01,7E-05
5632,0.30703,3.07E-01,6E-05
5633,0.30665,3.07E-01,7E-05
5634,0.30626,3.06E-01,7E-05
5635,0.30588,3.06E-01,7E-05
5636,0.30549,3.05E-01,6E-05
5637,0.3051,3.05E-01,5E-05
5638,0.30472,3.05E-01,7E-05
5639,0.30433,3.04E-01,6E-05
5640,0.30395,3.04E-01,7E-05
5641,0.30356,3.03E-01,7E-05
5642,0.30318,3.03E-01,8E-05
5643,0.30279,3.03E-01,8E-05
5644,0.3024,3.02E-01,8E-05
5645,0.30202,3.02E-01,7E-05
5646,0.30163,3.02E-01,8E-05
5647,0.30125,3.01E-01,8E-05
5648,0.30086,3.01E-01,8E-05
5649,0.30047,3.00E-01,7E-05
5650,0.30009,3.00E-01,8E-05
5651,0.2997,3.00E-01,8E-05
5652,0.29968,2.99E-01,0.00045
5653,0.29981,2.99E-01,0.00044
5654,0.29995,3.00E-01,0.00045
5655,0.30008,3.00E-01,0.00045
5656,0.30022,3.00E-01,0.00045
5657,0.30035,3.00E-01,0.00044
5658,0.30049,3.00E-01,0.00044
5659,0.30062,3.00E-01,0.00044
5660,0.30076,3.00E-01,0.00044
5661,0.30089,3.00E-01,0.00044
5662,0.30102,3.01E-01,0.00044
5663,0.30116,3.01E-01,0.00045
5664,0.30129,3.01E-01,0.00044
5665,0.30143,3.01E-01,0.00044
5666,0.30156,3.01E-01,0.00044
5667,0.3017,3.01E-01,0.00045
5668,0.30183,3.01E-01,0.00044
5669,0.30197,3.02E-01,0.00045
5670,0.3021,3.02E-01,0.00045
5671,0.30223,3.02E-01,0.00044
5672,0.30237,3.02E-01,0.00045
5673,0.3025,3.02E-01,0.00044
5674,0.30264,3.02E-01,0.00045
5675,0.30277,3.02E-01,0.00044
5676,0.30291,3.02E-01,0.00044
5677,0.30304,3.03E-01,0.00044
5678,0.30317,3.03E-01,0.00044
5679,0.30331,3.03E-01,0.00045
5680,0.30344,3.03E-01,0.00043
5681,0.30358,3.03E-01,0.00044
5682,0.30371,3.03E-01,0.00044
5683,0.30385,3.03E-01,0.00044
5684,0.30398,3.04E-01,0.00044
5685,0.30412,3.04E-01,0.00045
5686,0.30425,3.04E-01,0.00044
5687,0.30438,3.04E-01,0.00044
5688,0.30452,3.04E-01,0.00045
5689,0.30465,3.04E-01,0.00045
5690,0.30479,3.04E-01,0.00044
5691,0.30492,3.04E-01,0.00044
5692,0.30506,3.05E-01,0.00045
5693,0.30519,3.05E-01,0.00044
5694,0.30533,3.05E-01,0.00045
5695,0.30546,3.05E-01,0.00044
5696,0.30559,3.05E-01,0.00044
5697,0.30573,3.05E-01,0.00043
5698,0.30586,3.05E-01,0.00043
5699,0.306,3.06E-01,0.00044
5700,0.30613,3.06E-01,0.00043
5701,0.30627,3.06E-01,0.00044
5702,0.3064,3.06E-01,0.00044
5703,0.30654,3.06E-01,0.00044
5704,0.30667,3.06E-01,0.00043
5705,0.3068,3.06E-01,0.00042
5706,0.30694,3.07E-01,0.00043
5707,0.30707,3.07E-01,0.00042
5708,0.30721,3.07E-01,0.00043
5709,0.30734,3.07E-01,0.00043
5710,0.30748,3.07E-01,0.00043
5711,0.30761,3.07E-01,0.00043
5712,0.30774,3.07E-01,0.00043
5713,0.30788,3.07E-01,0.00042
5714,0.30801,3.08E-01,0.00042
5715,0.30815,3.08E-01,0.00042
5716,0.30828,3.08E-01,0.00043
5717,0.30842,3.08E-01,0.00043
5718,0.30855,3.08E-01,0.00043
5719,0.30869,3.08E-01,0.00043
5720,0.30882,3.08E-01,0.00042
5721,0.30895,3.09E-01,0.00041
5722,0.30909,3.09E-01,0.00042
5723,0.30922,3.09E-01,0.00041
5724,0.30936,3.09E-01,0.00042
5725,0.30949,3.09E-01,0.00042
5726,0.30963,3.09E-01,0.00042
5727,0.30976,3.09E-01,0.00042
5728,0.3099,3.09E-01,0.00042
5729,0.31003,3.10E-01,0.00042
5730,0.31016,3.10E-01,0.00041
5731,0.3103,3.10E-01,0.00042
5732,0.31043,3.10E-01,0.00041
5733,0.31057,3.10E-01,0.00042
5734,0.3107,3.10E-01,0.00041
5735,0.31084,3.10E-01,0.00042
5736,0.31097,3.11E-01,0.00041
5737,0.31111,3.11E-01,0.00042
5738,0.31124,3.11E-01,0.00042
5739,0.31137,3.11E-01,0.00042
5740,0.31151,3.11E-01,0.00042
5741,0.31164,3.11E-01,0.00041
5742,0.31178,3.11E-01,0.00042
5743,0.31191,3.11E-01,0.00042
5744,0.31205,3.12E-01,0.00042
5745,0.31218,3.12E-01,0.00042
5746,0.31231,3.12E-01,0.00042
5747,0.31245,3.12E-01,0.00042
5748,0.31258,3.12E-01,0.00041
5749,0.31272,3.12E-01,0.00042
5750,0.31285,3.12E-01,0.00041
5751,0.31299,3.13E-01,0.00042
5752,0.31312,3.13E-01,0.00042
5753,0.31326,3.13E-01,0.00042
5754,0.31339,3.13E-01,0.00042
5755,0.31352,3.13E-01,0.00041
5756,0.31366,3.13E-01,0.00043
5757,0.31379,3.13E-01,0.00042
5758,0.31393,3.14E-01,0.00042
5759,0.31406,3.14E-01,0.00042
5760,0.3142,3.14E-01,0.00043
5761,0.31433,3.14E-01,0.00042
5762,0.31447,3.14E-01,0.00043
5763,0.3146,3.14E-01,0.00042
5764,0.31473,3.14E-01,0.00042
5765,0.31487,3.14E-01,0.00042
5766,0.315,3.15E-01,0.00042
5767,0.31514,3.15E-01,0.00042
5768,0.31527,3.15E-01,0.00042
5769,0.31541,3.15E-01,0.00042
5770,0.31554,3.15E-01,0.00042
5771,0.31567,3.15E-01,0.00041
5772,0.31581,3.15E-01,0.00042
5773,0.31594,3.16E-01,0.00042
5774,0.31608,3.16E-01,0.00042
5775,0.31621,3.16E-01,0.00041
5776,0.31635,3.16E-01,0.00042
5777,0.31648,3.16E-01,0.00042
5778,0.31662,3.16E-01,0.00042
5779,0.31675,3.16E-01,0.00042
5780,0.31688,3.16E-01,0.00042
5781,0.31702,3.17E-01,0.00042
5782,0.31715,3.17E-01,0.00042
5783,0.31729,3.17E-01,0.00042
5784,0.31742,3.17E-01,0.00041
5785,0.31756,3.17E-01,0.00042
5786,0.31769,3.17E-01,0.00041
5787,0.31783,3.17E-01,0.00042
5788,0.31796,3.18E-01,0.00041
5789,0.31809,3.18E-01,0.00041
5790,0.31823,3.18E-01,0.00042
5791,0.31836,3.18E-01,0.00041
5792,0.3185,3.18E-01,0.00042
5793,0.31863,3.18E-01,0.00042
5794,0.31877,3.18E-01,0.00042
5795,0.3189,3.18E-01,0.00041
5796,0.31904,3.19E-01,0.00042
5797,0.31917,3.19E-01,0.00042
5798,0.3193,3.19E-01,0.00041
5799,0.31944,3.19E-01,0.00042
5800,0.31957,3.19E-01,0.00041
5801,0.31971,3.19E-01,0.00042
5802,0.31984,3.19E-01,0.00042
5803,0.31998,3.20E-01,0.00042
5804,0.32011,3.20E-01,0.00041
5805,0.32024,3.20E-01,0.00041
5806,0.32038,3.20E-01,0.00041
5807,0.32051,3.20E-01,0.00041
5808,0.32065,3.20E-01,0.00042
5809,0.32078,3.20E-01,0.00041
5810,0.32092,3.21E-01,0.00042
5811,0.32105,3.21E-01,0.00041
5812,0.32119,3.21E-01,0.00042
5813,0.32132,3.21E-01,0.00041
5814,0.32145,3.21E-01,0.00041
5815,0.32159,3.21E-01,0.00041
5816,0.32172,3.21E-01,0.00041
5817,0.32186,3.21E-01,0.00042
5818,0.32199,3.22E-01,0.00041
5819,0.32213,3.22E-01,0.00041
5820,0.32226,3.22E-01,0.00041
5821,0.3224,3.22E-01,0.00041
5822,0.32253,3.22E-01,0.00041
5823,0.32266,3.22E-01,0.00041
5824,0.3228,3.22E-01,0.00041
5825,0.32293,3.23E-01,0.0004
5826,0.32307,3.23E-01,0.00041
5827,0.3232,3.23E-01,0.00041
5828,0.32334,3.23E-01,0.00042
5829,0.32347,3.23E-01,0.00041
5830,0.32361,3.23E-01,0.00042
5831,0.32374,3.23E-01,0.00041
5832,0.32387,3.23E-01,0.00041
5833,0.32401,3.24E-01,0.00041
5834,0.32414,3.24E-01,0.0004
5835,0.32428,3.24E-01,0.00041
5836,0.32441,3.24E-01,0.00041
5837,0.32455,3.24E-01,0.00041
5838,0.32468,3.24E-01,0.00041
5839,0.32481,3.24E-01,0.00041
5840,0.32495,3.25E-01,0.00041
5841,0.32508,3.25E-01,0.00041
5842,0.32522,3.25E-01,0.00041
5843,0.32535,3.25E-01,0.00041
5844,0.32549,3.25E-01,0.00041
5845,0.32562,3.25E-01,0.00041
5846,0.32576,3.25E-01,0.00042
5847,0.32589,3.25E-01,0.00041
5848,0.32602,3.26E-01,0.00041
5849,0.32616,3.26E-01,0.00041
5850,0.32629,3.26E-01,0.00041
5851,0.32643,3.26E-01,0.00041
5852,0.32656,3.26E-01,0.00041
5853,0.3267,3.26E-01,0.00041
5854,0.32683,3.26E-01,0.00041
5855,0.32697,3.27E-01,0.00041
5856,0.3271,3.27E-01,0.00041
5857,0.32723,3.27E-01,0.00041
5858,0.32737,3.27E-01,0.00041
5859,0.3275,3.27E-01,0.00041
5860,0.32764,3.27E-01,0.00041
5861,0.32777,3.27E-01,0.00041
5862,0.32791,3.28E-01,0.00041
5863,0.32804,3.28E-01,0.00041
5864,0.32817,3.28E-01,0.0004
5865,0.32831,3.28E-01,0.00041
5866,0.32844,3.28E-01,0.0004
5867,0.32858,3.28E-01,0.00041
5868,0.32871,3.28E-01,0.0004
5869,0.32885,3.28E-01,0.00041
5870,0.32898,3.29E-01,0.00041
5871,0.32912,3.29E-01,0.00041
5872,0.32925,3.29E-01,0.0004
5873,0.32938,3.29E-01,0.0004
5874,0.32952,3.29E-01,0.00041
5875,0.32965,3.29E-01,0.0004
5876,0.32979,3.29E-01,0.00041
5877,0.32992,3.30E-01,0.0004
5878,0.33006,3.30E-01,0.00041
5879,0.33019,3.30E-01,0.0004
5880,0.33033,3.30E-01,0.00041
5881,0.33046,3.30E-01,0.00041
5882,0.33059,3.30E-01,0.0004
5883,0.33073,3.30E-01,0.0004
5884,0.33086,3.30E-01,0.0004
5885,0.331,3.31E-01,0.0004
5886,0.33113,3.31E-01,0.0004
5887,0.33127,3.31E-01,0.00041
5888,0.3314,3.31E-01,0.0004
5889,0.33154,3.31E-01,0.00041
5890,0.33167,3.31E-01,0.0004
5891,0.3318,3.31E-01,0.0004
5892,0.33194,3.32E-01,0.0004
5893,0.33207,3.32E-01,0.0004
5894,0.33221,3.32E-01,0.00041
5895,0.33234,3.32E-01,0.00041
5896,0.33248,3.32E-01,0.00041
5897,0.33261,3.32E-01,0.0004
5898,0.33274,3.32E-01,0.0004
5899,0.33288,3.32E-01,0.00041
5900,0.33301,3.33E-01,0.00041
5901,0.33315,3.33E-01,0.00041
5902,0.33328,3.33E-01,0.00041
5903,0.33342,3.33E-01,0.00041
5904,0.33355,3.33E-01,0.0004
5905,0.33369,3.33E-01,0.00041
5906,0.33382,3.33E-01,0.00041
5907,0.33395,3.34E-01,0.00041
5908,0.33409,3.34E-01,0.00041
5909,0.33422,3.34E-01,0.0004
5910,0.33436,3.34E-01,0.00041
5911,0.33449,3.34E-01,0.0004
5912,0.33463,3.34E-01,0.00041
5913,0.33476,3.34E-01,0.0004
5914,0.3349,3.34E-01,0.00041
5915,0.33503,3.35E-01,0.0004
5916,0.33516,3.35E-01,0.0004
5917,0.3353,3.35E-01,0.00041
5918,0.33543,3.35E-01,0.0004
5919,0.33557,3.35E-01,0.0004
5920,0.3357,3.35E-01,0.0004
5921,0.33584,3.35E-01,0.0004
5922,0.33597,3.36E-01,0.0004
5923,0.33611,3.36E-01,0.0004
5924,0.33624,3.36E-01,0.0004
5925,0.33637,3.36E-01,0.00039
5926,0.33651,3.36E-01,0.0004
5927,0.33664,3.36E-01,0.0004
5928,0.33678,3.36E-01,0.0004
5929,0.33691,3.37E-01,0.0004
5930,0.33705,3.37E-01,0.0004
5931,0.33718,3.37E-01,0.0004
5932,0.33731,3.37E-01,0.0004
5933,0.33745,3.37E-01,0.0004
5934,0.33758,3.37E-01,0.0004
5935,0.33772,3.37E-01,0.0004
5936,0.33785,3.37E-01,0.0004
5937,0.33799,3.38E-01,0.0004
5938,0.33812,3.38E-01,0.0004
5939,0.33826,3.38E-01,0.0004
5940,0.33839,3.38E-01,0.0004
5941,0.33852,3.38E-01,0.00039
5942,0.33866,3.38E-01,0.0004
5943,0.33879,3.38E-01,0.00039
5944,0.33893,3.39E-01,0.00039
5945,0.33906,3.39E-01,0.00039
5946,0.3392,3.39E-01,0.0004
5947,0.33933,3.39E-01,0.00039
5948,0.33947,3.39E-01,0.0004
5949,0.3396,3.39E-01,0.0004
5950,0.33973,3.39E-01,0.00039
5951,0.33987,3.39E-01,0.0004
5952,0.34,3.40E-01,0.00039
5953,0.34014,3.40E-01,0.0004
5954,0.34027,3.40E-01,0.00039
5955,0.34041,3.40E-01,0.0004
5956,0.34054,3.40E-01,0.00039
5957,0.34067,3.40E-01,0.00039
5958,0.34081,3.40E-01,0.00039
5959,0.34094,3.41E-01,0.00039
5960,0.34108,3.41E-01,0.00039
5961,0.34121,3.41E-01,0.00039
5962,0.34135,3.41E-01,0.0004
5963,0.34148,3.41E-01,0.0004
5964,0.34162,3.41E-01,0.0004
5965,0.34175,3.41E-01,0.00039
5966,0.34188,3.41E-01,0.00039
5967,0.34202,3.42E-01,0.00039
5968,0.34215,3.42E-01,0.00039
5969,0.34229,3.42E-01,0.0004
5970,0.34242,3.42E-01,0.00039
5971,0.34256,3.42E-01,0.0004
5972,0.34269,3.42E-01,0.00039
5973,0.34283,3.42E-01,0.0004
5974,0.34296,3.43E-01,0.0004
5975,0.34309,3.43E-01,0.00039
5976,0.34323,3.43E-01,0.0004
5977,0.34336,3.43E-01,0.0004
5978,0.3435,3.43E-01,0.0004
5979,0.34363,3.43E-01,0.0004
5980,0.34377,3.43E-01,0.00041
5981,0.3439,3.44E-01,0.0004
5982,0.34404,3.44E-01,0.00041
5983,0.34417,3.44E-01,0.00041
5984,0.3443,3.44E-01,0.0004
5985,0.34444,3.44E-01,0.00041
5986,0.34457,3.44E-01,0.0004
5987,0.34471,3.44E-01,0.0004
5988,0.34484,3.44E-01,0.00041
5989,0.34498,3.45E-01,0.00041
5990,0.34511,3.45E-01,0.0004
5991,0.34524,3.45E-01,0.0004
5992,0.34538,3.45E-01,0.0004
5993,0.34551,3.45E-01,0.0004
5994,0.34565,3.45E-01,0.00041
5995,0.34578,3.45E-01,0.0004
5996,0.34592,3.46E-01,0.0004
5997,0.34605,3.46E-01,0.00041
5998,0.34619,3.46E-01,0.00041
5999,0.34632,3.46E-01,0.0004
6000,0.34645,3.46E-01,0.0004
6001,0.34659,3.46E-01,0.0004
6002,0.34672,3.46E-01,0.00039
6003,0.34686,3.46E-01,0.0004
6004,0.34699,3.47E-01,0.00039
6005,0.34713,3.47E-01,0.0004
6006,0.34726,3.47E-01,0.00039
6007,0.3474,3.47E-01,0.0004
6008,0.34753,3.47E-01,0.00039
6009,0.34766,3.47E-01,0.00039
6010,0.3478,3.47E-01,0.00039
6011,0.34793,3.48E-01,0.00039
6012,0.34807,3.48E-01,0.00039
6013,0.3482,3.48E-01,0.00039
6014,0.34834,3.48E-01,0.00039
6015,0.34847,3.48E-01,0.00039
6016,0.34861,3.48E-01,0.0004
6017,0.34874,3.48E-01,0.0004
6018,0.34887,3.48E-01,0.00039
6019,0.34901,3.49E-01,0.0004
6020,0.34914,3.49E-01,0.00039
6021,0.34928,3.49E-01,0.0004
6022,0.34941,3.49E-01,0.00039
6023,0.34955,3.49E-01,0.0004
6024,0.34968,3.49E-01,0.00039
6025,0.34981,3.49E-01,0.00039
6026,0.34995,3.50E-01,0.0004
6027,0.35008,3.50E-01,0.00039
6028,0.35022,3.50E-01,0.0004
6029,0.35035,3.50E-01,0.0004
6030,0.35049,3.50E-01,0.0004
6031,0.35062,3.50E-01,0.0004
6032,0.35076,3.50E-01,0.00041
6033,0.35089,3.51E-01,0.00039
6034,0.35102,3.51E-01,0.00039
6035,0.35116,3.51E-01,0.0004
6036,0.35129,3.51E-01,0.00039
6037,0.35143,3.51E-01,0.0004
6038,0.35156,3.51E-01,0.00039
